merchant_id,kyc_completeness_score,kyc_doc_age_days,days_since_onboarding,monthly_txn_volume_inr,baseline_3m_avg_volume_inr,chargeback_ratio_pct,refund_ratio_pct,international_txn_share_pct,avg_ticket_size_inr,prior_risk_flags_count,high_risk_category_flag,geo_mismatch_flag,volume_spike_ratio,freeze_risk_label
M100000,83.48490743557977,121,482,86961.12582786338,90640.10535250074,0.0081643192598964,2.6870761982167277,6.8500147896684105,177.44713692357686,0,0,0,0.959411129208977,0
M100001,59.28028608767108,502,363,670309.5153196454,1010969.588744656,0.12533150391354203,1.3703376512448615,1.4160751009887818,1007.3822966309622,1,0,0,0.6630362800052018,0
M100002,91.50812152451623,176,38,2072871.2430033884,2101836.4644783377,0.3019210843103035,1.5054725610406292,0.11413438554549904,241.39253114701089,0,0,0,0.9862190888946547,0
M100003,94.93016489504186,317,661,260591.824891542,376071.52251650725,0.6574989090501844,1.0354764033500485,10.96624915293687,1233.713568383193,1,1,0,0.6929315550078738,1
M100004,42.88136660423095,1015,651,1396427.7726721254,1539485.5412928108,0.07890184867013164,1.1047148304562302,2.3741507775635964,2218.9484623455005,1,0,0,0.9070743019122154,1
M100005,54.56076887647828,423,357,97828.88598147915,77057.76583807246,0.4812973441608291,0.8011762118208069,1.1644292757494303,545.3381898935492,1,0,0,1.26955258717278,0
M100006,80.30112725701113,537,96,259694.47384476013,303471.6832651611,0.7117749354921249,0.93259911867195,0.06057579578267146,1978.7321756337453,0,0,0,0.8557453237501891,0
M100007,72.30763333781552,96,85,132551.43437001327,163297.6956945393,0.8442618040626166,0.8462936552295637,12.905681799906722,839.6996342883847,1,0,0,0.811716502221567,0
M100008,77.6975791649228,31,1114,1223398.7177252546,1059705.874492789,1.3058883663841039,1.8955519432871515,0.6018638344381981,680.8404790210662,1,0,0,1.1544700724725288,0
M100009,62.64520930367556,77,68,1630706.9816945258,1697335.5195473486,0.051485594742318695,1.7727346216610362,1.2010072592053729,710.2106087812681,0,0,0,0.9607452167909668,0
M100010,93.82916354753091,15,365,240598.36040824695,197570.72770200906,0.0035920374997008096,0.7616513950175241,15.177884061824916,314.89355362124076,1,0,0,1.217783439918971,0
M100011,92.00025483772107,22,1103,973027.549678393,1024521.4498694092,0.9781615531210209,2.764661943078295,2.7276776613240754,280.68381749312493,2,0,0,0.9497385826352588,0
M100012,79.18855255610188,4,135,1649015.9774889387,1477431.4453112667,0.12893940791552297,2.7449488839170324,2.4663751572142516,151.4663003355232,4,0,0,1.1161370517205436,1
M100013,98.2903417254246,0,67,258794.4137673838,358266.34752137604,1.7014112919479674,1.0328954201493674,0.0061796619912623686,343.8526286522867,1,0,0,0.7223520030776622,0
M100014,86.41516816053682,416,136,309504.14790652686,372122.75313753774,0.42956827870555725,0.9936426392206116,8.156565272870907,4561.717519784042,0,0,0,0.8317259433801221,0
M100015,62.53273566810171,627,709,601376.760580767,622066.9914349436,1.1186428741928274,1.6504028109184308,6.360697204501508,173.46415303180768,1,0,1,0.9667395455167139,1
M100016,84.63751411348498,201,840,106213.68289688729,114540.3581556317,0.31207905128663455,4.6962644590406315,24.32410105065009,230.6995781423305,0,0,0,0.9273035688658269,0
M100017,60.740113185078016,155,194,302884.6608420047,208934.415516052,0.744774894700287,1.9363746038183793,7.132137787991953,322.13448133585223,0,1,0,1.4496638100233645,0
M100018,93.81210542353091,121,306,2833620.6026461557,2395559.2257773075,0.1508192839004506,0.03661877599373334,15.344782911688313,336.0333580201885,0,1,0,1.1828639309582116,0
M100019,77.10133360224745,655,1019,154814.84411012518,131411.85023373523,0.39822149898158554,0.9823579402122679,6.4585070171892625,847.5853152031438,1,0,0,1.1780889153814083,0
M100020,74.6724774561853,69,94,686395.2210398808,708162.268083327,0.47291006813371533,3.9330783244943364,2.058712235469084,383.5115587868146,0,0,0,0.9692626280381195,0
M100021,65.74326820072906,273,228,477435.75757926697,637211.6746807564,0.008738682167098607,1.672279501197743,14.877136613263586,556.3157001303774,0,0,0,0.7492577059553447,0
M100022,100.0,49,506,224102.20529776713,172229.1305341813,0.10046718194911781,0.9980099376589914,21.341346839942652,309.65202420356366,1,0,0,1.301186417203046,0
M100023,75.21846932276156,50,1218,342429.337729483,483482.00745508453,1.3745858475528847,0.06443903554140534,4.009203581027422,433.67689194284,0,0,0,0.708256630959105,0
M100024,70.29009920106407,221,1021,1844800.901178455,2047590.763681955,0.6448362976576189,0.013522044460160384,8.46057610228001,630.361139720727,0,0,0,0.9009617223810653,0
M100025,71.66159609121186,260,327,493341.4754552775,447186.4726495513,0.15898711266630947,2.0752746202390107,11.951492830315626,589.2793780032091,1,0,0,1.1032119834311194,0
M100026,87.58156533996028,22,173,585839.1164674989,398660.9614593996,0.08414751196865569,1.4004866269334963,3.393858903630587,3954.8094733900725,1,0,0,1.4695171413897317,0
M100027,84.57799315855341,192,482,1561173.7901517204,1188757.2980375474,0.024222607096037407,0.920950899968864,3.017764175314235,648.4805338941293,0,0,0,1.3132821920243725,0
M100028,85.4291870087278,181,59,195174.34583568832,175496.32308275448,0.32404540234903134,1.3968036747052672,2.6154619876536955,550.7232514568699,1,0,0,1.1121278349726722,0
M100029,85.7547780541419,39,1972,84829.07250579659,61167.29820446821,0.0072086259913072695,0.6199034411665971,12.074900374319338,70.29719801752456,0,0,0,1.3868370027107053,0
M100030,100.0,460,122,1876994.022103621,2060094.0808296613,0.0016862609782903174,0.9191663783516792,23.456284877906278,825.4534525730429,0,0,0,0.911120535498893,0
M100031,70.68452970507693,122,319,311817.68744223454,288413.4001777414,0.5320266480044208,2.7981795014680193,3.131292646225025,112.44037567528527,0,0,0,1.0811484045126534,0
M100032,68.77963087671233,75,5,717093.0838141408,567934.3800455581,0.10134262753046751,4.818996411293007,17.85119295040127,1092.8296521841376,0,0,0,1.2626336932738913,0
M100033,63.3520908915382,74,226,116010.72188018463,155187.86427542,0.054513419030690624,1.61875462812861,0.12030319790815391,756.1015077047256,0,0,0,0.7475502187097205,0
M100034,89.08762960635892,76,283,411423.7300593736,385331.83997813816,0.1252342353423588,8.423072396193326,9.664412027296681,1363.905362814016,0,0,0,1.067712779932008,1
M100035,98.32150126897605,9,164,80287.87856335238,74366.72055163402,0.11238635428797081,4.71730423715329,20.846202807025875,375.7837871854768,0,0,0,1.0796210720036687,0
M100036,75.94894576221225,251,281,287826.69476436434,268009.03974909364,0.11627025177366195,0.006037506309674475,4.090286139945888,681.4901629344031,0,0,0,1.0739439797770391,0
M100037,62.87718341467449,532,51,131568.70903412666,161993.00856506283,0.024335057595578375,0.3336024997787517,4.889751318139563,1221.9330862734084,1,1,0,0.8121875764859533,0
M100038,63.15933811755769,387,337,102189.0932711245,94751.10640086992,0.04190039716565882,1.178592431494072,7.934975683999301,288.1285777859834,0,0,0,1.0785002640368777,0
